Date,Close
12/27/2002 16:00:00,0.69
12/30/2002 16:00:00,0.71
12/31/2002 16:00:00,0.79
1/2/2003 16:00:00,0.82
1/3/2003 16:00:00,0.77
1/6/2003 16:00:00,0.79
1/7/2003 16:00:00,0.78
1/8/2003 16:00:00,0.82
1/9/2003 16:00:00,0.84
1/10/2003 16:00:00,0.89
1/13/2003 16:00:00,0.87
1/14/2003 16:00:00,0.86
1/15/2003 16:00:00,0.87
1/16/2003 16:00:00,0.86
1/17/2003 16:00:00,0.82
1/21/2003 16:00:00,0.81
1/22/2003 16:00:00,0.83
1/23/2003 16:00:00,0.87
1/24/2003 16:00:00,0.88
1/27/2003 16:00:00,0.88
1/28/2003 16:00:00,0.9
1/29/2003 16:00:00,0.88
1/30/2003 16:00:00,0.9
1/31/2003 16:00:00,0.94
2/3/2003 16:00:00,0.91
2/4/2003 16:00:00,0.88
2/5/2003 16:00:00,0.85
2/6/2003 16:00:00,0.83
2/7/2003 16:00:00,0.87
2/10/2003 16:00:00,0.89
2/11/2003 16:00:00,0.93
2/12/2003 16:00:00,0.95
2/13/2003 16:00:00,0.94
2/14/2003 16:00:00,1.02
2/18/2003 16:00:00,1.05
2/19/2003 16:00:00,1.08
2/20/2003 16:00:00,1.1
2/21/2003 16:00:00,1.06
2/24/2003 16:00:00,1
2/25/2003 16:00:00,1.05
2/26/2003 16:00:00,1.04
2/27/2003 16:00:00,1.18
2/28/2003 16:00:00,1.22
3/3/2003 16:00:00,1.14
3/4/2003 16:00:00,1.17
3/5/2003 16:00:00,1.15
3/6/2003 16:00:00,1.16
3/7/2003 16:00:00,1.15
3/10/2003 16:00:00,1.12
3/11/2003 16:00:00,1.11
3/12/2003 16:00:00,1.08
3/13/2003 16:00:00,1.16
3/14/2003 16:00:00,1.18
3/17/2003 16:00:00,1.29
3/18/2003 16:00:00,1.34
3/19/2003 16:00:00,1.37
3/20/2003 16:00:00,1.35
3/21/2003 16:00:00,1.33
3/24/2003 16:00:00,1.29
3/25/2003 16:00:00,1.38
3/26/2003 16:00:00,1.47
3/27/2003 16:00:00,1.55
3/28/2003 16:00:00,1.5
3/31/2003 16:00:00,1.45
4/1/2003 16:00:00,1.35
4/2/2003 16:00:00,1.42
4/3/2003 16:00:00,1.43
4/4/2003 16:00:00,1.4
4/7/2003 16:00:00,1.43
4/8/2003 16:00:00,1.44
4/9/2003 16:00:00,1.46
4/10/2003 16:00:00,1.5
4/11/2003 16:00:00,1.48
4/14/2003 16:00:00,1.44
4/15/2003 16:00:00,1.44
4/16/2003 16:00:00,1.47
4/17/2003 16:00:00,1.57
4/21/2003 16:00:00,1.76
4/22/2003 16:00:00,1.64
4/23/2003 16:00:00,1.48
4/24/2003 16:00:00,1.57
4/25/2003 16:00:00,1.51
4/28/2003 16:00:00,1.58
4/29/2003 16:00:00,1.63
4/30/2003 16:00:00,1.63
5/1/2003 16:00:00,1.61
5/2/2003 16:00:00,1.62
5/5/2003 16:00:00,1.67
5/6/2003 16:00:00,1.66
5/7/2003 16:00:00,1.69
5/8/2003 16:00:00,1.63
5/9/2003 16:00:00,1.62
5/12/2003 16:00:00,1.68
5/13/2003 16:00:00,1.8
5/14/2003 16:00:00,1.75
5/15/2003 16:00:00,1.75
5/16/2003 16:00:00,1.7
5/19/2003 16:00:00,1.49
5/20/2003 16:00:00,1.55
5/21/2003 16:00:00,1.51
5/22/2003 16:00:00,1.61
5/23/2003 16:00:00,1.58
5/27/2003 16:00:00,1.62
5/28/2003 16:00:00,1.61
5/29/2003 16:00:00,1.63
5/30/2003 16:00:00,1.6
6/2/2003 16:00:00,1.66
6/3/2003 16:00:00,1.7
6/4/2003 16:00:00,1.74
6/5/2003 16:00:00,1.82
6/6/2003 16:00:00,1.69
6/9/2003 16:00:00,1.64
6/10/2003 16:00:00,1.62
6/11/2003 16:00:00,1.6
6/12/2003 16:00:00,1.57
6/13/2003 16:00:00,1.37
6/16/2003 16:00:00,1.55
6/17/2003 16:00:00,1.52
6/18/2003 16:00:00,1.53
6/19/2003 16:00:00,1.57
6/20/2003 16:00:00,1.55
6/23/2003 16:00:00,1.54
6/24/2003 16:00:00,1.63
6/25/2003 16:00:00,1.65
6/26/2003 16:00:00,1.78
6/27/2003 16:00:00,1.78
6/30/2003 16:00:00,1.83
7/1/2003 16:00:00,1.77
7/2/2003 16:00:00,1.94
7/3/2003 16:00:00,1.98
7/7/2003 16:00:00,1.91
7/8/2003 16:00:00,1.96
7/9/2003 16:00:00,1.97
7/10/2003 16:00:00,1.92
7/11/2003 16:00:00,1.89
7/14/2003 16:00:00,2.01
7/15/2003 16:00:00,1.88
7/16/2003 16:00:00,1.82
7/17/2003 16:00:00,1.81
7/18/2003 16:00:00,1.73
7/21/2003 16:00:00,1.68
7/22/2003 16:00:00,1.76
7/23/2003 16:00:00,1.91
7/24/2003 16:00:00,1.89
7/25/2003 16:00:00,1.93
7/28/2003 16:00:00,1.9
7/29/2003 16:00:00,1.91
7/30/2003 16:00:00,1.85
7/31/2003 16:00:00,1.87
8/1/2003 16:00:00,1.78
8/4/2003 16:00:00,1.78
8/5/2003 16:00:00,1.74
8/6/2003 16:00:00,1.67
8/7/2003 16:00:00,1.65
8/8/2003 16:00:00,1.68
8/11/2003 16:00:00,1.77
8/12/2003 16:00:00,1.78
8/13/2003 16:00:00,1.73
8/14/2003 16:00:00,1.78
8/15/2003 16:00:00,1.79
8/18/2003 16:00:00,1.78
8/19/2003 16:00:00,1.85
8/20/2003 16:00:00,1.98
8/21/2003 16:00:00,2.06
8/22/2003 16:00:00,2.06
8/25/2003 16:00:00,2
8/26/2003 16:00:00,2.13
8/27/2003 16:00:00,2.31
8/28/2003 16:00:00,2.26
8/29/2003 16:00:00,2.38
9/2/2003 16:00:00,2.4
9/3/2003 16:00:00,2.38
9/4/2003 16:00:00,2.39
9/5/2003 16:00:00,2.47
9/8/2003 16:00:00,2.48
9/9/2003 16:00:00,2.54
9/10/2003 16:00:00,2.42
9/11/2003 16:00:00,2.35
9/12/2003 16:00:00,2.47
9/15/2003 16:00:00,2.54
9/16/2003 16:00:00,2.56
9/17/2003 16:00:00,2.55
9/18/2003 16:00:00,2.61
9/19/2003 16:00:00,2.64
9/22/2003 16:00:00,2.64
9/23/2003 16:00:00,2.8
9/24/2003 16:00:00,2.71
9/25/2003 16:00:00,2.49
9/26/2003 16:00:00,2.39
9/29/2003 16:00:00,2.39
9/30/2003 16:00:00,2.4
10/1/2003 16:00:00,2.47
10/2/2003 16:00:00,2.93
10/3/2003 16:00:00,2.87
10/6/2003 16:00:00,2.95
10/7/2003 16:00:00,3.15
10/8/2003 16:00:00,3.07
10/9/2003 16:00:00,3.08
10/10/2003 16:00:00,3.19
10/13/2003 16:00:00,3.35
10/14/2003 16:00:00,3.37
10/15/2003 16:00:00,3.19
10/16/2003 16:00:00,3.7
10/17/2003 16:00:00,3.72
10/20/2003 16:00:00,3.91
10/21/2003 16:00:00,3.89
10/22/2003 16:00:00,3.75
10/23/2003 16:00:00,3.72
10/24/2003 16:00:00,3.71
10/27/2003 16:00:00,3.84
10/28/2003 16:00:00,4.03
10/29/2003 16:00:00,4.22
10/30/2003 16:00:00,4.17
10/31/2003 16:00:00,4.09
11/3/2003 16:00:00,4.18
11/4/2003 16:00:00,4.26
11/5/2003 16:00:00,4.19
11/6/2003 16:00:00,3.63
11/7/2003 16:00:00,3.35
11/10/2003 16:00:00,3.33
11/11/2003 16:00:00,3.36
11/12/2003 16:00:00,3.59
11/13/2003 16:00:00,3.46
11/14/2003 16:00:00,3.34
11/17/2003 16:00:00,3.19
11/18/2003 16:00:00,3.33
11/19/2003 16:00:00,3.32
11/20/2003 16:00:00,3.25
11/21/2003 16:00:00,3.26
11/24/2003 16:00:00,3.34
11/25/2003 16:00:00,3.43
11/26/2003 16:00:00,3.45
11/28/2003 16:00:00,3.5
12/1/2003 16:00:00,3.62
12/2/2003 16:00:00,3.64
12/3/2003 16:00:00,3.56
12/4/2003 16:00:00,3.43
12/5/2003 16:00:00,3.39
12/8/2003 16:00:00,3.37
12/9/2003 16:00:00,3.25
12/10/2003 16:00:00,3.22
12/11/2003 16:00:00,3.39
12/12/2003 16:00:00,3.34
12/15/2003 16:00:00,3.24
12/16/2003 16:00:00,3.2
12/17/2003 16:00:00,3.61
12/18/2003 16:00:00,3.65
12/19/2003 16:00:00,3.65
12/22/2003 16:00:00,3.71
12/23/2003 16:00:00,3.92
12/24/2003 16:00:00,4.07
12/26/2003 16:00:00,4.16
12/29/2003 16:00:00,4.17
12/30/2003 16:00:00,4.06
12/31/2003 16:00:00,3.91
1/2/2004 16:00:00,3.92
1/5/2004 16:00:00,3.99
1/6/2004 16:00:00,4.26
1/7/2004 16:00:00,4.45
1/8/2004 16:00:00,4.43
1/9/2004 16:00:00,4.43
1/12/2004 16:00:00,4.58
1/13/2004 16:00:00,4.67
1/14/2004 16:00:00,4.65
1/15/2004 16:00:00,4.63
1/16/2004 16:00:00,4.68
1/20/2004 16:00:00,4.84
1/21/2004 16:00:00,4.7
1/22/2004 16:00:00,5.55
1/23/2004 16:00:00,5.54
1/26/2004 16:00:00,5.45
1/27/2004 16:00:00,5.37
1/28/2004 16:00:00,5.14
1/29/2004 16:00:00,5.05
1/30/2004 16:00:00,5.24
2/2/2004 16:00:00,5.2
2/3/2004 16:00:00,5.14
2/4/2004 16:00:00,4.97
2/5/2004 16:00:00,5.23
2/6/2004 16:00:00,5.47
2/9/2004 16:00:00,5.47
2/10/2004 16:00:00,5.2
2/11/2004 16:00:00,5.14
2/12/2004 16:00:00,5.33
2/13/2004 16:00:00,5.08
2/17/2004 16:00:00,5.04
2/18/2004 16:00:00,5.03
2/19/2004 16:00:00,4.88
2/20/2004 16:00:00,5.05
2/23/2004 16:00:00,5
2/24/2004 16:00:00,4.46
2/25/2004 16:00:00,4.44
2/26/2004 16:00:00,4.8
2/27/2004 16:00:00,4.91
3/1/2004 16:00:00,4.96
3/2/2004 16:00:00,4.92
3/3/2004 16:00:00,4.72
3/4/2004 16:00:00,4.67
3/5/2004 16:00:00,4.75
3/8/2004 16:00:00,4.57
3/9/2004 16:00:00,4.45
3/10/2004 16:00:00,4.37
3/11/2004 16:00:00,4.29
3/12/2004 16:00:00,4.4
3/15/2004 16:00:00,4.22
3/16/2004 16:00:00,4.15
3/17/2004 16:00:00,4.36
3/18/2004 16:00:00,4.41
3/19/2004 16:00:00,4.39
3/22/2004 16:00:00,4.18
3/23/2004 16:00:00,4.07
3/24/2004 16:00:00,4.05
3/25/2004 16:00:00,4.23
3/26/2004 16:00:00,4.14
3/29/2004 16:00:00,4.77
3/30/2004 16:00:00,4.91
3/31/2004 16:00:00,4.87
4/1/2004 16:00:00,5.05
4/2/2004 16:00:00,5.03
4/5/2004 16:00:00,5.1
4/6/2004 16:00:00,5.09
4/7/2004 16:00:00,5.09
4/8/2004 16:00:00,5.38
4/12/2004 16:00:00,5.39
4/13/2004 16:00:00,5.23
4/14/2004 16:00:00,5.21
4/15/2004 16:00:00,5.29
4/16/2004 16:00:00,4.39
4/19/2004 16:00:00,4.38
4/20/2004 16:00:00,4.16
4/21/2004 16:00:00,4.14
4/22/2004 16:00:00,4.25
4/23/2004 16:00:00,4.23
4/26/2004 16:00:00,4.09
4/27/2004 16:00:00,4.01
4/28/2004 16:00:00,3.95
4/29/2004 16:00:00,3.72
4/30/2004 16:00:00,3.62
5/3/2004 16:00:00,3.84
5/4/2004 16:00:00,3.85
5/5/2004 16:00:00,4.11
5/6/2004 16:00:00,4.03
5/7/2004 16:00:00,3.91
5/10/2004 16:00:00,3.86
5/11/2004 16:00:00,4.2
5/12/2004 16:00:00,4.22
5/13/2004 16:00:00,4.38
5/14/2004 16:00:00,4.39
5/17/2004 16:00:00,4.36
5/18/2004 16:00:00,4.43
5/19/2004 16:00:00,4.48
5/20/2004 16:00:00,4.42
5/21/2004 16:00:00,4.47
5/24/2004 16:00:00,4.56
5/25/2004 16:00:00,4.59
5/26/2004 16:00:00,4.65
5/27/2004 16:00:00,4.74
5/28/2004 16:00:00,4.7
6/1/2004 16:00:00,4.66
6/2/2004 16:00:00,4.64
6/3/2004 16:00:00,4.45
6/4/2004 16:00:00,4.49
6/7/2004 16:00:00,4.59
6/8/2004 16:00:00,4.57
6/9/2004 16:00:00,4.47
6/10/2004 16:00:00,4.46
6/14/2004 16:00:00,4.22
6/15/2004 16:00:00,4.25
6/16/2004 16:00:00,4.32
6/17/2004 16:00:00,4.26
6/18/2004 16:00:00,4.22
6/21/2004 16:00:00,4.13
6/22/2004 16:00:00,4.14
6/23/2004 16:00:00,4.38
6/24/2004 16:00:00,4.44
6/25/2004 16:00:00,4.57
6/28/2004 16:00:00,4.86
6/29/2004 16:00:00,4.88
6/30/2004 16:00:00,5.14
7/1/2004 16:00:00,5.14
7/2/2004 16:00:00,4.62
7/6/2004 16:00:00,4.79
7/7/2004 16:00:00,4.76
7/8/2004 16:00:00,4.56
7/9/2004 16:00:00,4.78
7/12/2004 16:00:00,4.65
7/13/2004 16:00:00,4.55
7/14/2004 16:00:00,4.58
7/15/2004 16:00:00,4.57
7/16/2004 16:00:00,3.29
7/19/2004 16:00:00,2.88
7/20/2004 16:00:00,3.08
7/21/2004 16:00:00,2.86
7/22/2004 16:00:00,2.89
7/23/2004 16:00:00,2.9
7/26/2004 16:00:00,2.72
7/27/2004 16:00:00,2.91
7/28/2004 16:00:00,2.89
7/29/2004 16:00:00,2.9
7/30/2004 16:00:00,2.93
8/2/2004 16:00:00,2.88
8/3/2004 16:00:00,2.75
8/4/2004 16:00:00,2.5
8/5/2004 16:00:00,2.44
8/6/2004 16:00:00,2.42
8/9/2004 16:00:00,2.35
8/10/2004 16:00:00,2.45
8/11/2004 16:00:00,2.3
8/12/2004 16:00:00,2.2
8/13/2004 16:00:00,2.14
8/16/2004 16:00:00,2.2
8/17/2004 16:00:00,2.22
8/18/2004 16:00:00,2.25
8/19/2004 16:00:00,2.26
8/20/2004 16:00:00,2.26
8/23/2004 16:00:00,2.27
8/24/2004 16:00:00,2.21
8/25/2004 16:00:00,2.24
8/26/2004 16:00:00,2.18
8/27/2004 16:00:00,2.16
8/30/2004 16:00:00,2.06
8/31/2004 16:00:00,1.99
9/1/2004 16:00:00,2.04
9/2/2004 16:00:00,2.12
9/3/2004 16:00:00,2.05
9/7/2004 16:00:00,2.2
9/8/2004 16:00:00,2.15
9/9/2004 16:00:00,2.15
9/10/2004 16:00:00,2.13
9/13/2004 16:00:00,2.26
9/14/2004 16:00:00,2.33
9/15/2004 16:00:00,2.27
9/16/2004 16:00:00,2.44
9/17/2004 16:00:00,2.43
9/20/2004 16:00:00,2.54
9/21/2004 16:00:00,2.5
9/22/2004 16:00:00,2.41
9/23/2004 16:00:00,2.4
9/24/2004 16:00:00,2.38
9/27/2004 16:00:00,2.33
9/28/2004 16:00:00,2.34
9/29/2004 16:00:00,2.34
9/30/2004 16:00:00,2.2
10/1/2004 16:00:00,2.33
10/4/2004 16:00:00,2.46
10/5/2004 16:00:00,2.58
10/6/2004 16:00:00,2.56
10/7/2004 16:00:00,2.51
10/8/2004 16:00:00,2.39
10/11/2004 16:00:00,2.49
10/12/2004 16:00:00,2.47
10/13/2004 16:00:00,2.48
10/14/2004 16:00:00,2.49
10/15/2004 16:00:00,1.47
10/18/2004 16:00:00,1.41
10/19/2004 16:00:00,1.42
10/20/2004 16:00:00,1.44
10/21/2004 16:00:00,1.44
10/22/2004 16:00:00,1.4
10/25/2004 16:00:00,1.43
10/26/2004 16:00:00,1.37
10/27/2004 16:00:00,1.38
10/28/2004 16:00:00,1.37
10/29/2004 16:00:00,1.35
11/1/2004 16:00:00,1.35
11/2/2004 16:00:00,1.42
11/3/2004 16:00:00,1.45
11/4/2004 16:00:00,1.51
11/5/2004 16:00:00,1.56
11/8/2004 16:00:00,1.55
11/9/2004 16:00:00,1.52
11/10/2004 16:00:00,1.48
11/11/2004 16:00:00,1.54
11/12/2004 16:00:00,1.55
11/15/2004 16:00:00,1.6
11/16/2004 16:00:00,1.55
11/17/2004 16:00:00,1.49
11/18/2004 16:00:00,1.7
11/19/2004 16:00:00,1.61
11/22/2004 16:00:00,1.62
11/23/2004 16:00:00,1.56
11/24/2004 16:00:00,1.62
11/26/2004 16:00:00,1.62
11/29/2004 16:00:00,1.63
11/30/2004 16:00:00,1.63
12/1/2004 16:00:00,1.61
12/2/2004 16:00:00,1.62
12/3/2004 16:00:00,1.61
12/6/2004 16:00:00,1.6
12/7/2004 16:00:00,1.67
12/8/2004 16:00:00,1.62
12/9/2004 16:00:00,1.68
12/10/2004 16:00:00,1.68
12/13/2004 16:00:00,1.83
12/14/2004 16:00:00,1.8
12/15/2004 16:00:00,1.83
12/16/2004 16:00:00,1.91
12/17/2004 16:00:00,1.85
12/20/2004 16:00:00,1.81
12/21/2004 16:00:00,1.8
12/22/2004 16:00:00,1.67
12/23/2004 16:00:00,1.65
12/27/2004 16:00:00,1.66
12/28/2004 16:00:00,1.73
12/29/2004 16:00:00,1.8
12/30/2004 16:00:00,1.81
12/31/2004 16:00:00,1.76
1/3/2005 16:00:00,1.7
1/4/2005 16:00:00,1.67
1/5/2005 16:00:00,1.6
1/6/2005 16:00:00,1.58
1/7/2005 16:00:00,1.59
1/10/2005 16:00:00,1.61
1/11/2005 16:00:00,1.57
1/12/2005 16:00:00,1.54
1/13/2005 16:00:00,1.55
1/14/2005 16:00:00,1.62
1/18/2005 16:00:00,1.61
1/19/2005 16:00:00,1.58
1/20/2005 16:00:00,1.58
1/21/2005 16:00:00,1.58
1/24/2005 16:00:00,1.59
1/25/2005 16:00:00,1.62
1/26/2005 16:00:00,1.58
1/27/2005 16:00:00,1.6
1/28/2005 16:00:00,1.63
1/31/2005 16:00:00,1.64
2/1/2005 16:00:00,1.64
2/2/2005 16:00:00,1.6
2/3/2005 16:00:00,1.7
2/4/2005 16:00:00,1.72
2/7/2005 16:00:00,1.65
2/8/2005 16:00:00,1.64
2/9/2005 16:00:00,1.64
2/10/2005 16:00:00,1.62
2/11/2005 16:00:00,1.59
2/14/2005 16:00:00,1.59
2/15/2005 16:00:00,1.61
2/16/2005 16:00:00,1.56
2/17/2005 16:00:00,1.5
2/18/2005 16:00:00,1.52
2/22/2005 16:00:00,1.46
2/23/2005 16:00:00,1.46
2/24/2005 16:00:00,1.49
2/25/2005 16:00:00,1.57
2/28/2005 16:00:00,1.53
3/1/2005 16:00:00,1.54
3/2/2005 16:00:00,1.53
3/3/2005 16:00:00,1.51
3/4/2005 16:00:00,1.53
3/7/2005 16:00:00,1.51
3/8/2005 16:00:00,1.45
3/9/2005 16:00:00,1.43
3/10/2005 16:00:00,1.41
3/11/2005 16:00:00,1.35
3/14/2005 16:00:00,1.36
3/15/2005 16:00:00,1.31
3/16/2005 16:00:00,1.31
3/17/2005 16:00:00,1.31
3/18/2005 16:00:00,1.31
3/21/2005 16:00:00,1.33
3/22/2005 16:00:00,1.31
3/23/2005 16:00:00,1.31
3/24/2005 16:00:00,1.29
3/28/2005 16:00:00,1.4
3/29/2005 16:00:00,1.44
3/30/2005 16:00:00,1.46
3/31/2005 16:00:00,1.55
4/1/2005 16:00:00,1.55
4/4/2005 16:00:00,1.57
4/5/2005 16:00:00,1.55
4/6/2005 16:00:00,1.59
4/7/2005 16:00:00,1.61
4/8/2005 16:00:00,1.72
4/11/2005 16:00:00,1.7
4/12/2005 16:00:00,1.67
4/13/2005 16:00:00,1.73
4/14/2005 16:00:00,1.71
4/15/2005 16:00:00,1.67
4/18/2005 16:00:00,1.62
4/19/2005 16:00:00,1.66
4/20/2005 16:00:00,1.64
4/21/2005 16:00:00,1.74
4/22/2005 16:00:00,1.6
4/25/2005 16:00:00,1.64
4/26/2005 16:00:00,1.61
4/27/2005 16:00:00,1.64
4/28/2005 16:00:00,1.64
4/29/2005 16:00:00,1.65
5/2/2005 16:00:00,1.65
5/3/2005 16:00:00,1.65
5/4/2005 16:00:00,1.66
5/5/2005 16:00:00,1.63
5/6/2005 16:00:00,1.65
5/9/2005 16:00:00,1.66
5/10/2005 16:00:00,1.65
5/11/2005 16:00:00,1.85
5/12/2005 16:00:00,1.98
5/13/2005 16:00:00,2.04
5/16/2005 16:00:00,2.12
5/17/2005 16:00:00,2.07
5/18/2005 16:00:00,2.21
5/19/2005 16:00:00,2.3
5/20/2005 16:00:00,2.28
5/23/2005 16:00:00,2.22
5/24/2005 16:00:00,2.06
5/25/2005 16:00:00,2.08
5/26/2005 16:00:00,2.09
5/27/2005 16:00:00,2.08
5/31/2005 16:00:00,2.04
6/1/2005 16:00:00,2.07
6/2/2005 16:00:00,2.13
6/3/2005 16:00:00,2.1
6/6/2005 16:00:00,2.17
6/7/2005 16:00:00,2.14
6/8/2005 16:00:00,2.12
6/9/2005 16:00:00,2.24
6/10/2005 16:00:00,2.42
6/13/2005 16:00:00,2.38
6/14/2005 16:00:00,2.43
6/15/2005 16:00:00,2.45
6/16/2005 16:00:00,2.52
6/17/2005 16:00:00,2.46
6/20/2005 16:00:00,2.46
6/21/2005 16:00:00,2.38
6/22/2005 16:00:00,2.36
6/23/2005 16:00:00,2.29
6/24/2005 16:00:00,2.25
6/27/2005 16:00:00,2.28
6/28/2005 16:00:00,2.3
6/29/2005 16:00:00,2.33
6/30/2005 16:00:00,2.34
7/1/2005 16:00:00,2.36
7/5/2005 16:00:00,2.35
7/6/2005 16:00:00,2.39
7/7/2005 16:00:00,2.42
7/8/2005 16:00:00,2.39
7/11/2005 16:00:00,2.46
7/12/2005 16:00:00,2.41
7/13/2005 16:00:00,2.36
7/14/2005 16:00:00,2.36
7/15/2005 16:00:00,2.34
7/18/2005 16:00:00,2.33
7/19/2005 16:00:00,2.34
7/20/2005 16:00:00,2.41
7/21/2005 16:00:00,2.38
7/22/2005 16:00:00,2.34
7/25/2005 16:00:00,2.42
7/26/2005 16:00:00,2.72
7/27/2005 16:00:00,2.79
7/28/2005 16:00:00,2.7
7/29/2005 16:00:00,2.65
8/1/2005 16:00:00,2.76
8/2/2005 16:00:00,2.8
8/3/2005 16:00:00,2.98
8/4/2005 16:00:00,2.95
8/5/2005 16:00:00,3
8/8/2005 16:00:00,3.11
8/9/2005 16:00:00,3.05
8/10/2005 16:00:00,2.98
8/11/2005 16:00:00,3
8/12/2005 16:00:00,3.16
8/15/2005 16:00:00,3.14
8/16/2005 16:00:00,3.18
8/17/2005 16:00:00,3.13
8/18/2005 16:00:00,3.06
8/19/2005 16:00:00,3.05
8/22/2005 16:00:00,3.06
8/23/2005 16:00:00,3.01
8/24/2005 16:00:00,3.01
8/25/2005 16:00:00,3.01
8/26/2005 16:00:00,3.03
